Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1761784003,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761784004,5,,Aggregated,0.000000,0.000000,35,39,40,43,520,540,560,560,560,560,560,50,5,35,82.95590000343509,16.956700012087822,559.0757000027224,7415.2
1761784005,10,,Aggregated,0.000000,0.000000,34,39,44,46,520,650,670,680,680,680,680,100,10,34,88.63127800403163,11.591900023631752,675.8939000428654,7415.2
1761784006,20,,Aggregated,45.000000,0.000000,31,38,45,53,76,540,650,670,680,680,680,193,13,31,70.72158808605215,8.579000015743077,675.8939000428654,7674.533678756477
1761784007,25,,Aggregated,47.500000,2.500000,35,44,54,59,85,540,650,670,690,690,690,298,28,35,84.03090973351082,8.579000015743077,689.7416000138037,7463.187919463087
1761784008,30,,Aggregated,54.333333,3.333333,31,39,47,55,81,530,600,650,690,690,690,410,37,31,78.93411048983292,8.579000015743077,689.7416000138037,7455.978048780487
1761784009,35,,Aggregated,68.000000,4.750000,36,47,57,62,85,500,600,660,710,710,710,562,43,36,77.74655676336654,8.579000015743077,707.1463000029325,7554.430604982206
1761784010,40,,Aggregated,74.200000,5.800000,44,62,73,81,120,530,650,670,770,770,770,713,58,44,90.38132314315865,8.579000015743077,773.3699000091292,7520.253856942497
1761784011,45,,Aggregated,81.166667,6.666667,54,72,84,94,120,550,650,700,790,790,790,869,73,54,98.9010357897449,8.579000015743077,785.2135000284761,7482.675489067894
1761784012,50,,Aggregated,88.142857,7.571429,57,72,84,94,120,540,650,680,770,790,790,1051,85,57,98.04907240862777,8.579000015743077,785.2135000284761,7500.490960989534
1761784013,50,,Aggregated,97.500000,7.875000,65,81,95,100,170,560,680,770,1800,1800,1800,1224,102,65,111.50553954364405,8.579000015743077,1825.2422999939881,7481.786764705882
1761784014,50,,Aggregated,105.777778,9.000000,64,80,93,100,180,610,760,850,1800,1900,1900,1392,121,64,116.37760840626314,8.579000015743077,1924.107400001958,7494.295258620689
1761784015,50,,Aggregated,111.200000,9.400000,60,77,89,98,160,610,770,870,1900,2100,2100,1546,130,60,113.49432749120564,7.7056000009179115,2055.7169999810867,7535.602199223803
1761784016,50,,Aggregated,125.500000,10.600000,56,74,86,96,150,610,790,970,1900,2100,2100,1721,141,56,111.73825584044101,7.7056000009179115,2055.7169999810867,7551.21789657176
1761784017,50,,Aggregated,136.500000,12.200000,54,73,86,96,170,650,810,1100,2100,2100,2100,1799,159,54,117.72130083481937,7.7056000009179115,2085.7755999895744,7507.22734852696
1761784018,50,,Aggregated,143.600000,12.400000,49,71,83,94,150,660,870,1100,2400,3100,3100,1945,169,49,119.3159995383911,7.7056000009179115,3105.08559999289,7498.268894601542
1761784019,50,,Aggregated,148.800000,13.000000,49,69,81,93,170,670,880,1400,2400,4700,4700,2089,187,49,122.63500914421773,7.7056000009179115,4658.166199980769,7487.315461943514
1761784020,50,,Aggregated,147.500000,13.300000,52,71,82,93,170,670,870,1400,3100,5600,5600,2217,200,52,125.55643495835047,7.7056000009179115,5615.380799979903,7470.097880018043
1761784021,50,,Aggregated,151.000000,13.600000,55,75,87,98,180,670,880,1600,5600,7600,7600,2341,208,55,133.28989179965944,7.7056000009179115,7613.108299963642,7477.747543784707
1761784022,50,,Aggregated,150.600000,14.100000,57,75,87,98,180,670,930,1700,7600,7600,7600,2493,225,57,140.96299406447653,7.7056000009179115,7613.108299963642,7492.638989169675
1761784023,50,,Aggregated,147.800000,13.700000,55,74,86,97,180,680,970,1700,7600,7600,7600,2597,236,55,140.8456936861212,7.7056000009179115,7613.108299963642,7474.162495186754
1761784024,50,,Aggregated,144.100000,13.100000,53,72,84,95,180,680,970,1700,7600,7600,7600,2764,247,53,139.22570123102693,7.7056000009179115,7613.108299963642,7496.129160636759
1761784025,50,,Aggregated,139.400000,13.500000,51,71,83,94,160,680,1000,1700,7600,7600,7600,2876,251,51,137.2866517046022,7.7056000009179115,7613.108299963642,7506.658205841446
1761784026,50,,Aggregated,134.300000,13.400000,50,70,83,94,170,690,1100,1700,7600,7600,7600,2953,264,50,140.20071686498596,7.7056000009179115,7613.108299963642,7493.905519810362
1761784027,50,,Aggregated,131.300000,12.000000,50,70,83,93,180,720,1400,1800,7500,7600,7600,3052,279,50,146.37435589856966,7.7056000009179115,7613.108299963642,7472.600262123198
1761784028,50,,Aggregated,131.700000,12.500000,49,69,82,93,180,720,1400,1800,7500,7600,7600,3136,289,49,146.81285162701639,7.7056000009179115,7613.108299963642,7472.304528061224
1761784029,50,,Aggregated,120.600000,11.500000,48,68,81,92,180,720,1500,1800,7500,7600,7600,3259,301,48,147.40099993949966,7.7056000009179115,7613.108299963642,7474.23442773857
1761784030,50,,Aggregated,124.300000,11.800000,48,67,80,90,160,720,1500,1800,7500,7600,7600,3398,305,48,144.32586871761856,7.7056000009179115,7613.108299963642,7493.654796939376
1761784031,50,,Aggregated,117.200000,11.600000,48,67,80,89,160,720,1600,1800,7500,7600,7600,3482,314,48,147.15108526778,7.7056000009179115,7613.108299963642,7486.2013210798395
1761784032,50,,Aggregated,116.200000,10.900000,48,67,80,89,180,730,1600,1800,7500,7600,7600,3524,325,48,148.453367367286,7.7056000009179115,7613.108299963642,7472.698354143019
1761784033,50,,Aggregated,114.500000,10.500000,47,66,79,89,170,730,1600,1900,7500,7600,7600,3647,333,47,149.67649295375267,7.7056000009179115,7613.108299963642,7474.742253907321
1761784034,50,,Aggregated,111.000000,10.800000,47,65,78,88,180,730,1600,1900,7500,7600,7600,3758,347,47,148.59676429006345,7.7056000009179115,7613.108299963642,7476.085151676423
1761784035,50,,Aggregated,103.600000,9.700000,47,65,78,88,180,730,1600,1900,7600,22000,22000,3836,360,47,157.13417101207742,7.7056000009179115,21633.437799988315,7447.598018769551
1761784036,50,,Aggregated,104.100000,9.400000,47,65,78,86,170,730,1600,1900,7600,22000,22000,3987,365,47,159.5334711817973,7.7056000009179115,21772.560399957,7476.47228492601
1761784037,50,,Aggregated,99.800000,10.400000,46,65,77,86,170,730,1600,1900,7600,22000,22000,4070,374,46,159.41410796117285,7.7056000009179115,21772.560399957,7477.2914004914
1761784038,50,,Aggregated,95.400000,10.400000,46,64,77,86,180,750,1700,1900,7600,23000,23000,4163,392,46,173.18084105267218,7.7056000009179115,23113.245900021866,7461.574105212587
1761784039,50,,Aggregated,103.400000,10.200000,46,64,77,86,180,750,1600,1900,7600,23000,23000,4263,397,46,171.58403265356156,7.7056000009179115,23113.245900021866,7456.064508562045
1761784040,50,,Aggregated,99.800000,9.800000,48,66,79,89,160,750,1600,1900,22000,23000,23000,4402,405,48,181.07317362614006,7.7056000009179115,23113.245900021866,7483.163334847796
1761784041,50,,Aggregated,100.500000,10.300000,47,66,79,89,160,760,1700,1900,22000,23000,23000,4477,412,47,181.15456209565133,7.7056000009179115,23113.245900021866,7479.929640384185
1761784042,50,,Aggregated,98.800000,9.400000,47,65,78,89,170,770,1700,1900,22000,23000,23000,4520,418,47,181.52753278803425,7.7056000009179115,23113.245900021866,7474.215929203539
1761784043,50,,Aggregated,100.600000,10.000000,46,65,78,88,160,760,1700,1900,22000,23000,23000,4604,418,46,178.691092137722,7.7056000009179115,23113.245900021866,7490.4083405734145
1761784044,50,,Aggregated,97.900000,9.300000,46,65,78,88,180,790,1700,2100,23000,25000,25000,4652,440,46,207.5280890804338,7.7056000009179115,24504.272100050002,7458.236457437662
1761784045,50,,Aggregated,98.000000,9.200000,46,65,78,88,180,790,1700,2200,23000,25000,25000,4695,443,46,211.30642596430405,7.7056000009179115,24504.272100050002,7451.561448349308
1761784046,50,,Aggregated,92.700000,8.400000,48,66,79,90,170,800,1800,2400,23000,25000,25000,4854,454,48,226.24756889213668,7.7056000009179115,24504.272100050002,7450.721260815822
1761784048,50,,Aggregated,88.100000,8.900000,48,66,80,89,170,810,1700,2400,23000,25000,25000,4955,464,48,225.30766191772975,7.7056000009179115,24504.272100050002,7465.70595358224
1761784049,50,,Aggregated,85.600000,8.800000,47,66,79,89,190,840,1800,2400,23000,25000,25000,5037,483,47,227.49070446737989,7.7056000009179115,24504.272100050002,7447.0843756204085
1761784050,50,,Aggregated,86.800000,8.600000,47,65,79,89,180,830,1800,2400,23000,25000,25000,5162,489,47,228.808870728915,7.7056000009179115,24504.272100050002,7451.534095311895
1761784051,50,,Aggregated,86.200000,8.800000,47,65,79,89,180,840,1800,2400,23000,25000,25000,5296,500,47,230.31428727386438,7.7056000009179115,24504.272100050002,7461.138595166163
1761784052,50,,Aggregated,88.500000,9.200000,47,65,78,88,170,820,1800,2400,23000,25000,25000,5387,505,47,227.92481338452802,7.7056000009179115,24504.272100050002,7463.963987377018
1761784053,50,,Aggregated,88.500000,9.200000,46,64,78,88,160,820,1700,2400,23000,25000,25000,5484,507,46,224.8060493075438,7.7056000009179115,24504.272100050002,7475.176148796499
1761784054,50,,Aggregated,88.400000,9.500000,46,65,78,88,180,870,1800,2400,23000,25000,25000,5523,528,46,232.68349793641266,7.7056000009179115,24504.272100050002,7450.154807170016
