Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],2577,542,460.0,903.3002047343036,8.603199967183173,7738.014300004579,40302.859914629415,43.95469277970481,9.244642408459452,460,1000,1400,1700,2500,3100,3700,4500,6100,7700,7700
,Aggregated,2577,542,460.0,903.3002047343036,8.603199967183173,7738.014300004579,40302.859914629415,43.95469277970481,9.244642408459452,460,1000,1400,1700,2500,3100,3700,4500,6100,7700,7700
