Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],60,12,9,328.77800166800927,3.6456999951042235,1975.2571000135504,38789.6,2.179836127078873,0.43596722541577465,9,48,750,880,1100,1400,1600,2000,2000,2000,2000
,Aggregated,60,12,9,328.77800166800927,3.6456999951042235,1975.2571000135504,38789.6,2.179836127078873,0.43596722541577465,9,48,750,880,1100,1400,1600,2000,2000,2000,2000
