Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],6,2,1200.0,4578.86386665632,968.5465999646112,20154.449699970428,60004.833333333336,0.21837861637877978,0.07279287212625993,1500,1500,2600,2600,20000,20000,20000,20000,20000,20000,20000
,Aggregated,6,2,1200.0,4578.86386665632,968.5465999646112,20154.449699970428,60004.833333333336,0.21837861637877978,0.07279287212625993,1500,1500,2600,2600,20000,20000,20000,20000,20000,20000,20000
