Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1761755433,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761755434,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761755435,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761755436,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761755437,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1761755438,1,,Aggregated,0.000000,0.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1,1,4087.268300005235,4087.268300005235,4087.268300005235,4087.268300005235,0.0
1761755439,1,,Aggregated,0.000000,0.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1,1,4087.268300005235,4087.268300005235,4087.268300005235,4087.268300005235,0.0
1761755440,1,,Aggregated,0.000000,0.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1,1,4087.268300005235,4087.268300005235,4087.268300005235,4087.268300005235,0.0
1761755441,1,,Aggregated,0.000000,0.000000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,1,1,4087.268300005235,4087.268300005235,4087.268300005235,4087.268300005235,0.0
1761755442,1,,Aggregated,0.166667,0.166667,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,2,2,4087.268300005235,4074.2102499934845,4061.152199981734,4087.268300005235,0.0
1761755443,1,,Aggregated,0.166667,0.166667,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,2,2,4087.268300005235,4074.2102499934845,4061.152199981734,4087.268300005235,0.0
1761755444,1,,Aggregated,0.166667,0.166667,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,2,2,4087.268300005235,4074.2102499934845,4061.152199981734,4087.268300005235,0.0
1761755445,1,,Aggregated,0.166667,0.166667,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,2,2,4087.268300005235,4074.2102499934845,4061.152199981734,4087.268300005235,0.0
1761755446,1,,Aggregated,0.200000,0.200000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,3,3,4087.268300005235,4067.1347999984087,4052.9839000082575,4087.268300005235,0.0
1761755447,1,,Aggregated,0.200000,0.200000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,3,3,4087.268300005235,4067.1347999984087,4052.9839000082575,4087.268300005235,0.0
1761755448,1,,Aggregated,0.200000,0.200000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,3,3,4087.268300005235,4067.1347999984087,4052.9839000082575,4087.268300005235,0.0
1761755449,1,,Aggregated,0.200000,0.200000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,3,3,4087.268300005235,4067.1347999984087,4052.9839000082575,4087.268300005235,0.0
1761755450,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4,4,4087.268300005235,4062.352925000596,4048.007300007157,4087.268300005235,0.0
1761755451,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4,4,4087.268300005235,4062.352925000596,4048.007300007157,4087.268300005235,0.0
1761755452,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4,4,4087.268300005235,4062.352925000596,4048.007300007157,4087.268300005235,0.0
1761755453,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4,4,4087.268300005235,4062.352925000596,4048.007300007157,4087.268300005235,0.0
1761755454,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,5,5,4087.268300005235,4056.7230999993626,4034.2037999944296,4087.268300005235,0.0
1761755455,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,5,5,4087.268300005235,4056.7230999993626,4034.2037999944296,4087.268300005235,0.0
1761755456,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,5,5,4087.268300005235,4056.7230999993626,4034.2037999944296,4087.268300005235,0.0
1761755457,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,5,5,4087.268300005235,4056.7230999993626,4034.2037999944296,4087.268300005235,0.0
1761755458,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,6,6,4087.268300005235,4055.9008000030494,4034.2037999944296,4087.268300005235,0.0
1761755459,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,6,6,4087.268300005235,4055.9008000030494,4034.2037999944296,4087.268300005235,0.0
1761755460,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,6,6,4087.268300005235,4055.9008000030494,4034.2037999944296,4087.268300005235,0.0
1761755461,1,,Aggregated,0.300000,0.300000,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,6,6,4087.268300005235,4055.9008000030494,4034.2037999944296,4087.268300005235,0.0
