Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],287,11,3300.0,7903.282984666719,367.90480004856363,48498.20929998532,5864.898954703833,4.90648695879215,0.18805350713140642,3300,4100,5000,5500,33000,40000,44000,46000,48000,48000,48000
,Aggregated,287,11,3300.0,7903.282984666719,367.90480004856363,48498.20929998532,5864.898954703833,4.90648695879215,0.18805350713140642,3300,4100,5000,5500,33000,40000,44000,46000,48000,48000,48000
