Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],113,14,950.0,4236.596375217546,446.9476999947801,36553.38050000137,28642.256637168142,1.9373409665492838,0.24002454452822986,950,1700,2400,2800,11000,26000,36000,37000,37000,37000,37000
,Aggregated,113,14,950.0,4236.596375217546,446.9476999947801,36553.38050000137,28642.256637168142,1.9373409665492838,0.24002454452822986,950,1700,2400,2800,11000,26000,36000,37000,37000,37000,37000
