Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],1588,157,15,208.77045037901388,7.058500021230429,7354.338200006168,7424.2052896725445,27.034703425389115,2.672826472157488,15,19,23,28,560,960,3300,4100,7100,7400,7400
,Aggregated,1588,157,15,208.77045037901388,7.058500021230429,7354.338200006168,7424.2052896725445,27.034703425389115,2.672826472157488,15,19,23,28,560,960,3300,4100,7100,7400,7400
