Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],388,48,1700.0,6249.406386595268,419.1063999896869,40637.223800003994,29231.78350515464,6.577786371087669,0.8137467675572374,1700,5300,6400,7600,22000,32000,37000,38000,41000,41000,41000
,Aggregated,388,48,1700.0,6249.406386595268,419.1063999896869,40637.223800003994,29231.78350515464,6.577786371087669,0.8137467675572374,1700,5300,6400,7600,22000,32000,37000,38000,41000,41000,41000
