Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],42,2,4200.0,10158.529078568487,541.2316000438295,45753.75839998014,5138.857142857143,0.7237546739871843,0.034464508285104015,4200,4900,8100,9500,34000,45000,46000,46000,46000,46000,46000
,Aggregated,42,2,4200.0,10158.529078568487,541.2316000438295,45753.75839998014,5138.857142857143,0.7237546739871843,0.034464508285104015,4200,4900,8100,9500,34000,45000,46000,46000,46000,46000,46000
