Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],1568,314,20,213.82080019184843,3.7728999741375446,5045.74940004386,38837.621173469386,26.81532143441251,5.369904930105567,20,44,58,480,940,1100,1300,1400,4000,5000,5000
,Aggregated,1568,314,20,213.82080019184843,3.7728999741375446,5045.74940004386,38837.621173469386,26.81532143441251,5.369904930105567,20,44,58,480,940,1100,1300,1400,4000,5000,5000
