Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/[url],1,0,133.58570000855252,133.58570000855252,133.58570000855252,133.58570000855252,1844.0,7.344074913239738,0.0,130,130,130,130,130,130,130,130,130,130,130
,Aggregated,1,0,133.58570000855252,133.58570000855252,133.58570000855252,133.58570000855252,1844.0,7.344074913239738,0.0,130,130,130,130,130,130,130,130,130,130,130
